0; 0;
5; 0;
10; 0;
12; 0;
16; 0;
18; 1;
26; 1;
33; 1;
43; 1;
45; 1;
47; 1;
52; 1;
55; 1;
59; 1;
68; 1;
74; 1;
77; 1;
78; 1;
79; 1;
84; 1;
86; 1;
87; 1;
90; 1;
91; 1;
96; 1;
98; 1;
101; 1;
105; 1;
111; 1;
120; 1;
133; 1;
138; 1;
140; 1;
141; 1;
143; 1;
148; 1;
152; 1;
153; 1;
154; 1;
156; 1;
157; 1;
165; 1;
167; 1;
170; 1;
172; 1;
179; 1;
182; 1;
191; 1;
199; 1;
206; 1;
208; 1;
209; 1;
220; 1;
226; 1;
229; 1;
230; 1;
232; 1;
240; 1;
243; 1;
250; 1;
252; 1;
258; 1;
263; 1;
264; 1;
270; 1;
276; 1;
280; 1;
286; 1;
288; 1;
294; 1;
296; 1;
297; 1;
299; 1;
303; 1;
305; 1;
313; 1;
314; 1;
318; 1;
319; 1;
320; 1;
323; 1;
325; 1;
326; 1;
327; 1;
331; 1;
333; 1;
335; 1;
341; 1;
352; 1;
354; 1;
366; 1;
368; 1;
370; 1;
379; 1;
0; 1;
5; 1;
10; 1;
12; 1;
16; 1;
18; 1;
26; 1;
33; 1;
43; 1;
45; 1;
47; 1;
52; 1;
55; 1;
59; 1;
68; 1;
74; 1;
77; 1;
78; 1;
79; 1;
84; 1;
86; 1;
87; 1;
90; 1;
91; 1;
96; 1;
98; 1;
101; 1;
105; 1;
111; 1;
120; 1;
133; 1;
138; 1;
140; 1;
141; 1;
143; 1;
148; 1;
152; 1;
153; 1;
154; 1;
156; 1;
157; 1;
165; 1;
167; 1;
170; 1;
172; 1;
179; 1;
182; 1;
191; 1;
199; 1;
206; 1;
208; 1;
209; 1;
220; 1;
226; 1;
229; 1;
230; 1;
232; 1;
240; 1;
243; 1;
250; 1;
252; 1;
258; 1;
263; 1;
264; 1;
270; 1;
276; 1;
280; 1;
286; 1;
288; 1;
294; 1;
296; 1;
297; 1;
299; 1;
303; 1;
305; 1;
313; 1;
314; 1;
318; 1;
319; 1;
320; 1;
323; 1;
325; 1;
326; 1;
327; 1;
331; 1;
333; 1;
335; 1;
341; 1;
352; 1;
354; 1;
366; 1;
368; 1;
370; 1;
379; 1;
0; 1;
5; 1;
10; 1;
12; 1;
16; 1;
18; 1;
26; 1;
33; 1;
43; 1;
45; 1;
47; 1;
52; 1;
55; 1;
59; 1;
68; 1;
74; 1;
77; 1;
78; 1;
79; 1;
84; 1;
86; 1;
87; 1;
90; 1;
91; 1;
96; 1;
98; 1;
101; 1;
105; 1;
111; 1;
120; 1;
133; 1;
138; 1;
140; 1;
141; 1;
143; 1;
148; 1;
152; 1;
153; 1;
154; 1;
156; 1;
157; 1;
165; 1;
167; 1;
170; 1;
172; 1;
179; 1;
182; 1;
191; 1;
199; 1;
206; 1;
208; 1;
209; 1;
220; 1;
226; 1;
229; 1;
230; 1;
232; 1;
240; 1;
243; 1;
250; 1;
252; 1;
258; 1;
263; 1;
