Sample Index	Distance
0; 89;
5; 73;
10; 65;
12; 60;
16; 60;
18; 56;
26; 56;
33; 56;
43; 56;
45; 56;
47; 56;
52; 56;
55; 56;
59; 56;
68; 56;
74; 56;
77; 56;
78; 56;
79; 56;
84; 54;
86; 54;
87; 54;
90; 54;
91; 54;
96; 54;
98; 54;
101; 54;
105; 54;
111; 54;
120; 54;
133; 54;
138; 54;
140; 54;
141; 54;
143; 54;
148; 54;
152; 54;
153; 54;
154; 54;
156; 54;
157; 54;
165; 54;
167; 54;
170; 54;
172; 54;
179; 54;
182; 54;
191; 54;
199; 54;
206; 54;
208; 54;
209; 54;
220; 54;
226; 54;
229; 54;
230; 54;
232; 54;
240; 54;
243; 54;
250; 54;
252; 54;
258; 54;
263; 54;
264; 54;
270; 54;
276; 54;
280; 54;
286; 54;
288; 54;
294; 54;
296; 54;
297; 54;
299; 54;
303; 54;
305; 54;
313; 54;
314; 54;
318; 54;
319; 54;
320; 54;
323; 54;
325; 54;
326; 47;
327; 47;
331; 47;
333; 47;
335; 47;
341; 47;
352; 47;
354; 47;
366; 47;
368; 47;
370; 47;
379; 47;
0; 47;
5; 47;
10; 47;
12; 47;
16; 47;
18; 47;
26; 47;
33; 47;
43; 47;
45; 47;
47; 47;
52; 47;
55; 47;
59; 45;
68; 45;
74; 45;
77; 45;
78; 45;
79; 45;
84; 45;
86; 45;
87; 45;
90; 45;
91; 45;
96; 45;
98; 45;
101; 45;
105; 45;
111; 45;
120; 45;
133; 45;
138; 45;
140; 45;
141; 45;
143; 45;
148; 45;
152; 45;
153; 45;
154; 45;
156; 45;
157; 45;
165; 45;
167; 45;
170; 45;
172; 45;
179; 45;
182; 45;
191; 45;
199; 45;
206; 45;
208; 45;
209; 45;
220; 45;
226; 45;
229; 45;
230; 45;
232; 45;
240; 45;
243; 45;
250; 45;
252; 45;
258; 45;
263; 45;
264; 45;
270; 45;
276; 45;
280; 45;
286; 45;
288; 45;
294; 45;
296; 45;
297; 45;
299; 45;
303; 45;
305; 45;
313; 45;
314; 45;
318; 45;
319; 45;
320; 45;
323; 45;
325; 45;
326; 45;
327; 45;
331; 45;
333; 45;
335; 45;
341; 45;
352; 45;
354; 45;
366; 45;
368; 45;
370; 45;
379; 45;
0; 45;
5; 45;
10; 45;
12; 45;
16; 45;
18; 45;
26; 45;
33; 45;
43; 45;
45; 45;
47; 45;
52; 45;
55; 45;
59; 47;
68; 47;
74; 47;
77; 47;
78; 47;
79; 47;
84; 47;
86; 47;
87; 47;
90; 47;
91; 47;
96; 47;
98; 47;
101; 47;
105; 47;
111; 47;
120; 47;
133; 47;
138; 39;
140; 39;
141; 39;
143; 39;
148; 39;
152; 39;
153; 39;
154; 39;
156; 39;
157; 39;
165; 39;
167; 39;
170; 39;
172; 39;
179; 39;
182; 39;
191; 39;
199; 39;
206; 39;
208; 39;
209; 39;
220; 39;
226; 39;
229; 39;
230; 39;
232; 39;
240; 39;
243; 39;
250; 39;
252; 39;
258; 39;
263; 39;
264; 39;
270; 39;
276; 39;
280; 39;
286; 39;
288; 39;
294; 39;
296; 39;
297; 39;
299; 39;
303; 39;
305; 39;
313; 39;
314; 39;
318; 39;
319; 39;
320; 39;
323; 39;
325; 39;
326; 39;
327; 39;
331; 39;
333; 39;
335; 39;
341; 39;
352; 39;
354; 39;
366; 39;
368; 39;
370; 39;
379; 39;
0; 39;
5; 39;
10; 39;
12; 39;
16; 39;
18; 39;
26; 39;
33; 39;
43; 39;
45; 39;
47; 39;
52; 39;
55; 39;
59; 39;
68; 39;
74; 39;
77; 39;
78; 39;
79; 39;
84; 39;
86; 39;
87; 39;
90; 39;
91; 39;
96; 39;
98; 39;
101; 39;
105; 39;
111; 39;
120; 39;
133; 39;
138; 42;
140; 42;
141; 42;
143; 42;
148; 42;
152; 42;
153; 42;
154; 42;
156; 42;
157; 42;
165; 42;
167; 42;
170; 42;
172; 42;
179; 42;
182; 42;
191; 42;
199; 42;
206; 42;
208; 42;
209; 42;
220; 42;
226; 42;
229; 42;
230; 42;
232; 42;
240; 42;
243; 42;
250; 42;
252; 42;
258; 42;
263; 42;
264; 42;
270; 42;
276; 42;
280; 42;
286; 42;
288; 42;
294; 42;
296; 42;
297; 42;
299; 42;
303; 42;
305; 42;
313; 42;
314; 42;
318; 42;
319; 42;
320; 42;
323; 42;
325; 42;
326; 42;
327; 42;
331; 42;
333; 42;
335; 42;
341; 42;
352; 42;
354; 42;
366; 42;
368; 42;
370; 42;
379; 42;
0; 42;
5; 42;
10; 42;
12; 42;
16; 42;
18; 42;
26; 42;
33; 42;
43; 42;
45; 42;
47; 42;
52; 42;
55; 42;
59; 42;
68; 42;
74; 42;
77; 42;
78; 42;
79; 42;
84; 44;
86; 44;
87; 44;
90; 44;
91; 44;
96; 44;
98; 44;
101; 44;
105; 44;
111; 44;
120; 44;
133; 44;
138; 44;
140; 44;
141; 44;
143; 44;
148; 44;
152; 44;
153; 44;
154; 44;
156; 44;
157; 44;
165; 44;
167; 44;
170; 44;
172; 44;
179; 44;
182; 44;
191; 44;
199; 44;
206; 44;
208; 44;
209; 44;
220; 44;
226; 44;
229; 44;
230; 44;
232; 44;
240; 44;
243; 44;
250; 44;
252; 44;
258; 44;
263; 44;
264; 44;
270; 44;
276; 44;
280; 44;
286; 44;
288; 44;
294; 44;
296; 44;
297; 44;
299; 44;
303; 44;
305; 44;
313; 44;
314; 44;
318; 44;
319; 44;
320; 44;
323; 44;
325; 44;
326; 44;
327; 44;
331; 44;
333; 44;
335; 44;
341; 44;
352; 44;
354; 41;
366; 41;
368; 41;
370; 41;
379; 41;
0; 41;
5; 41;
10; 41;
12; 41;
16; 41;
18; 41;
26; 41;
33; 41;
43; 41;
45; 41;
47; 41;
52; 41;
55; 41;
59; 41;
68; 41;
74; 41;
77; 41;
78; 41;
79; 41;
84; 41;
86; 41;
87; 41;
90; 41;
91; 41;
96; 41;
98; 41;
101; 41;
105; 41;
111; 41;
120; 41;
133; 41;
138; 41;
140; 41;
141; 41;
143; 41;
148; 41;
152; 41;
153; 41;
154; 41;
156; 41;
157; 41;
165; 41;
167; 41;
170; 41;
172; 41;
179; 41;
182; 41;
191; 41;
199; 41;
206; 41;
208; 41;
209; 41;
220; 41;
226; 41;
229; 41;
230; 41;
232; 41;
240; 41;
243; 41;
250; 41;
252; 41;
258; 41;
263; 41;
264; 41;
270; 41;
276; 41;
280; 41;
286; 41;
288; 41;
294; 41;
296; 41;
297; 41;
299; 41;
303; 41;
305; 41;
313; 41;
314; 41;
318; 41;
319; 41;
320; 41;
323; 41;
325; 41;
326; 41;
327; 41;
331; 41;
333; 41;
335; 41;
341; 41;
352; 41;
354; 54;
366; 54;
368; 54;
370; 54;
379; 54;
0; 54;
5; 54;
10; 54;
12; 54;
16; 54;
18; 54;
26; 54;
33; 54;
43; 54;
45; 54;
47; 54;
52; 54;
55; 54;
59; 53;
68; 53;
74; 53;
77; 53;
78; 53;
79; 53;
84; 53;
86; 53;
87; 53;
90; 53;
91; 53;
96; 53;
98; 53;
101; 53;
105; 53;
111; 53;
120; 53;
133; 53;
138; 51;
140; 51;
141; 51;
143; 51;
148; 51;
152; 51;
153; 51;
154; 51;
156; 44;
157; 44;
165; 44;
167; 44;
170; 44;
172; 44;
179; 44;
182; 44;
191; 44;
199; 44;
206; 44;
208; 44;
209; 44;
220; 44;
226; 44;
229; 44;
230; 44;
232; 44;
240; 44;
243; 44;
250; 44;
252; 44;
258; 44;
263; 44;
264; 44;
270; 44;
276; 44;
280; 44;
286; 44;
288; 44;
294; 44;
296; 44;
297; 44;
299; 44;
303; 44;
305; 44;
313; 44;
314; 44;
318; 44;
319; 44;
320; 44;
323; 44;
325; 44;
326; 44;
327; 44;
331; 44;
333; 44;
335; 44;
341; 44;
352; 44;
354; 44;
366; 44;
368; 44;
370; 44;
379; 44;
0; 44;
5; 44;
10; 44;
12; 44;
16; 44;
18; 44;
26; 44;
33; 44;
43; 44;
45; 44;
47; 44;
52; 44;
55; 44;
59; 44;
68; 44;
74; 44;
77; 44;
78; 44;
79; 44;
84; 44;
86; 44;
87; 44;
90; 44;
91; 44;
96; 44;
98; 44;
101; 44;
105; 44;
111; 44;
120; 44;
133; 44;
138; 44;
140; 44;
141; 44;
143; 44;
148; 44;
152; 44;
153; 44;
154; 44;
156; 48;
157; 48;
165; 48;
167; 48;
170; 48;
172; 48;
179; 50;
182; 50;
191; 50;
199; 50;
206; 50;
208; 50;
209; 50;
220; 50;
226; 50;
229; 50;
230; 50;
232; 50;
240; 50;
243; 50;
250; 50;
252; 50;
258; 50;
263; 50;
264; 50;
270; 50;
276; 50;
280; 50;
286; 50;
288; 50;
294; 50;
296; 50;
297; 50;
299; 50;
303; 50;
305; 50;
313; 50;
314; 50;
318; 50;
319; 50;
320; 50;
323; 50;
325; 50;
326; 50;
327; 50;
331; 50;
333; 50;
335; 50;
341; 50;
352; 50;
354; 53;
366; 53;
368; 53;
370; 53;
379; 53;
0; 53;
5; 53;
10; 53;
12; 53;
16; 53;
18; 53;
26; 53;
33; 50;
43; 50;
45; 50;
47; 50;
52; 50;
55; 50;
59; 50;
68; 50;
74; 50;
77; 50;
78; 50;
79; 50;
84; 50;
86; 50;
87; 50;
90; 50;
91; 50;
96; 50;
98; 50;
101; 50;
